Image	Model1	Model2	Model3	Model4	MajorityVoting	WeightedVoting
3770.jpg	81.27	67.67	71.77	43.16	78.37	79.02
377.jpg	62.50	45.89	62.39	13.22	62.32	61.59
3771.jpg	69.36	56.20	65.28	55.61	63.88	69.08
3772.jpg	85.17	39.48	38.66	36.92	40.15	83.60
3773.jpg	87.30	59.88	67.41	57.95	81.77	86.71
3774.jpg	62.79	53.17	54.99	46.16	63.67	63.17
3775.jpg	63.58	62.41	41.88	35.09	53.23	62.85
3776.jpg	58.26	31.44	35.42	27.96	43.01	58.28
3777.jpg	84.21	50.62	54.31	47.06	57.62	84.28
3779.jpg	87.82	56.55	83.74	55.34	86.20	87.73
378.jpg	86.90	64.48	42.56	52.34	68.09	80.40
3780.jpg	85.67	80.27	75.94	76.53	79.62	85.94
3781.jpg	84.56	63.40	66.50	59.37	72.83	82.72
3782.jpg	83.26	71.77	54.87	51.61	68.20	82.60
3783.jpg	59.94	38.15	35.08	32.76	36.20	59.10
3784.jpg	85.92	58.20	63.32	55.22	64.69	85.31
3785.jpg	53.53	27.42	47.60	29.45	50.25	53.22
3786.jpg	96.08	65.47	77.21	56.18	83.11	94.25
3787.jpg	83.20	79.65	73.52	67.60	80.68	83.03
3788.jpg	69.80	36.85	38.30	36.42	50.52	69.69
379.jpg	79.53	64.62	75.41	32.50	76.80	81.34
3789.jpg	75.25	60.45	45.66	42.14	73.40	75.25
3790.jpg	92.14	49.49	44.81	29.22	71.30	92.07
3791.jpg	94.86	85.42	76.12	70.97	84.60	91.66
3792.jpg	69.57	30.05	56.76	27.06	54.67	67.64
3793.jpg	86.57	27.96	38.26	24.37	36.21	84.88
3794.jpg	92.98	78.81	68.00	64.18	79.68	95.68
3795.jpg	92.18	87.29	74.45	53.37	88.42	92.60
3796.jpg	92.92	65.63	62.79	48.53	70.62	92.02
3797.jpg	69.68	49.42	72.33	40.52	61.68	69.47
3798.jpg	86.41	74.70	76.81	52.17	82.50	88.20
3799.jpg	88.71	55.77	73.70	47.49	78.54	87.73
38.jpg	79.21	37.50	43.00	40.06	42.66	60.87
380.jpg	91.30	83.47	92.14	61.63	91.39	91.96
3800.jpg	86.42	56.35	74.33	43.17	74.82	86.63
3801.jpg	66.12	44.72	48.31	34.10	59.69	65.56
3802.jpg	69.42	64.26	69.25	68.87	69.39	69.57
3803.jpg	63.86	37.96	45.51	25.55	52.00	66.18
3804.jpg	84.49	63.28	68.36	45.74	77.46	82.69
3805.jpg	91.01	61.59	68.31	61.62	66.14	90.74
3806.jpg	95.28	56.74	57.98	42.34	61.74	93.94
3807.jpg	79.23	54.35	59.52	57.46	64.22	66.15
3809.jpg	18.79	18.76	21.94	16.20	19.01	19.20
3808.jpg	80.44	50.66	70.97	43.94	73.65	79.59
381.jpg	85.61	65.15	53.90	27.40	64.52	85.62
3810.jpg	82.05	58.16	61.02	52.62	64.53	81.49
3811.jpg	73.62	51.03	63.20	37.02	64.83	72.99
3812.jpg	80.30	73.75	71.47	70.21	73.08	80.21
3813.jpg	90.45	68.44	47.71	49.97	73.88	92.62
3814.jpg	97.14	59.74	73.39	58.62	75.43	93.62
3816.jpg	83.37	58.65	72.01	42.59	72.62	83.65
3815.jpg	68.39	1.37	27.11	32.99	32.80	65.86
3817.jpg	60.50	31.68	35.46	29.37	36.47	58.47
3818.jpg	93.05	88.18	76.43	65.91	86.23	92.41
3819.jpg	86.73	54.20	50.45	46.21	59.76	85.10
3820.jpg	88.94	78.01	80.76	57.82	88.60	88.35
382.jpg	92.30	83.12	72.30	71.25	88.86	92.47
3821.jpg	70.12	73.07	64.49	48.32	70.24	70.21
3823.jpg	93.80	79.48	73.07	72.53	78.80	93.61
3824.jpg	90.41	31.22	52.04	29.50	52.29	89.62
3822.jpg	78.19	75.63	74.52	61.27	75.88	78.23
3825.jpg	68.73	64.59	62.99	62.81	63.26	65.30
3826.jpg	88.67	35.93	48.66	23.12	51.63	66.69
3829.jpg	72.54	40.58	67.16	54.35	68.26	72.34
3827.jpg	97.08	89.32	50.93	39.55	93.07	97.18
3828.jpg	86.01	67.56	87.53	49.98	83.90	85.70
383.jpg	86.99	86.47	87.18	49.87	86.87	87.03
3831.jpg	78.22	63.80	71.34	53.74	73.62	77.97
3830.jpg	92.12	81.42	92.15	86.90	91.97	92.44
3832.jpg	61.91	57.87	58.79	50.39	61.36	62.49
3833.jpg	92.06	81.23	79.70	78.67	82.33	91.97
3836.jpg	91.53	71.37	82.47	64.40	81.08	90.79
3834.jpg	82.43	54.51	47.68	44.29	67.51	81.47
3835.jpg	96.08	95.55	83.93	82.40	94.64	95.76
3837.jpg	76.33	78.92	77.91	75.35	78.11	76.37
3838.jpg	81.83	64.96	72.69	54.86	78.56	82.83
3839.jpg	89.84	59.73	72.14	57.76	71.12	83.87
384.jpg	68.60	63.75	63.13	55.65	69.47	67.55
3840.jpg	88.37	71.82	81.76	71.58	79.57	86.72
3841.jpg	99.18	95.83	97.54	79.27	98.60	99.04
3842.jpg	84.28	77.97	73.51	40.82	76.85	84.28
3843.jpg	44.68	35.00	34.92	34.71	35.00	44.72
3844.jpg	45.47	47.84	50.05	45.21	49.23	45.61
3845.jpg	68.10	63.53	60.20	53.06	63.30	68.18
3847.jpg	77.80	38.20	43.60	38.06	45.28	77.83
3846.jpg	92.43	57.14	57.89	57.70	77.70	92.44
3848.jpg	85.96	55.17	64.88	54.54	71.02	84.89
3849.jpg	87.40	66.44	89.43	60.97	87.08	87.50
385.jpg	78.46	49.47	62.72	50.97	63.67	77.83
3851.jpg	90.75	89.83	91.41	77.53	92.02	90.83
3850.jpg	79.81	70.90	71.23	70.08	73.59	79.62
3852.jpg	80.76	54.15	34.12	34.35	36.30	64.64
3853.jpg	77.40	56.43	61.30	57.24	61.07	71.63
3854.jpg	78.20	42.47	62.25	33.59	61.73	78.10
3855.jpg	93.78	42.29	63.53	31.42	59.89	92.44
3856.jpg	92.18	59.13	67.34	62.87	81.68	91.49
3859.jpg	84.98	60.66	67.91	62.13	74.51	82.36
3857.jpg	80.43	52.51	63.85	48.66	63.72	80.27
3858.jpg	89.09	73.09	86.01	70.75	87.85	90.12
386.jpg	55.57	27.34	43.95	47.21	44.59	55.33
3860.jpg	88.88	46.84	77.55	45.22	74.54	87.83
3861.jpg	95.81	73.01	86.00	58.58	88.45	96.26
3862.jpg	76.84	74.63	83.08	70.77	82.48	77.83
3863.jpg	94.14	39.36	43.55	39.97	44.69	93.95
3865.jpg	89.88	49.21	62.52	30.97	67.12	84.71
3866.jpg	96.20	95.98	96.70	91.16	97.90	96.93
3864.jpg	95.16	89.63	90.64	84.33	94.58	95.33
3867.jpg	89.85	36.99	55.36	45.35	68.55	89.51
3868.jpg	90.56	59.19	46.84	51.44	70.91	89.20
3869.jpg	94.45	25.11	61.21	27.23	56.54	88.53
387.jpg	90.70	69.32	63.58	35.20	76.98	88.01
3870.jpg	73.52	68.49	42.73	34.15	65.82	72.62
3871.jpg	89.65	75.78	80.79	76.91	83.07	89.01
3872.jpg	80.05	77.09	79.47	61.93	79.49	80.08
3873.jpg	95.12	90.08	91.76	73.51	94.93	95.54
3874.jpg	35.61	20.37	23.25	12.74	37.88	35.66
3876.jpg	77.08	79.73	77.23	62.26	78.85	77.97
3875.jpg	51.85	31.48	29.88	26.71	34.75	50.30
3877.jpg	76.34	29.81	68.97	37.63	69.75	76.21
3878.jpg	75.96	55.24	51.35	36.56	60.32	75.07
3879.jpg	83.99	74.23	68.18	52.30	75.20	82.44
388.jpg	83.88	58.09	69.49	43.40	65.07	83.93
3880.jpg	85.09	49.47	89.63	59.15	77.05	85.56
3881.jpg	62.75	41.93	59.71	40.24	59.43	62.60
3883.jpg	81.96	47.84	49.32	44.00	50.02	81.39
3882.jpg	59.43	49.02	54.97	40.53	54.81	59.56
3884.jpg	95.03	45.19	51.90	42.05	55.32	87.70
3885.jpg	68.98	64.40	62.58	53.23	65.04	68.92
3886.jpg	93.66	64.55	78.65	45.13	78.65	94.02
3888.jpg	76.66	55.74	64.74	59.01	64.51	76.69
3887.jpg	83.53	87.04	70.05	60.51	88.40	83.82
3889.jpg	92.08	78.45	75.68	70.34	81.02	91.60
389.jpg	95.58	79.91	78.08	57.44	95.79	95.70
3890.jpg	86.20	86.24	78.76	47.77	83.25	87.38
3891.jpg	59.18	80.20	51.35	51.03	52.31	59.22
3893.jpg	77.27	48.43	66.84	57.32	74.75	78.58
3892.jpg	65.75	62.00	61.25	61.25	63.78	65.85
3894.jpg	57.65	54.38	51.29	48.57	54.94	57.81
3895.jpg	72.69	55.72	55.49	52.14	59.76	72.26
3896.jpg	63.63	64.73	58.69	41.17	59.51	63.59
3898.jpg	94.68	64.55	80.04	59.09	82.78	94.43
3897.jpg	90.39	51.15	67.20	43.89	59.85	89.06
3899.jpg	70.08	77.01	75.51	47.13	77.82	71.00
390.jpg	76.32	66.34	68.35	68.13	72.13	75.65
39.jpg	91.59	53.89	84.30	36.96	87.96	90.47
3900.jpg	87.09	51.20	63.58	46.02	62.54	88.52
3901.jpg	84.48	74.06	79.44	63.26	79.27	85.94
3902.jpg	66.59	55.03	63.06	30.22	68.05	66.56
3903.jpg	65.55	38.24	42.85	36.40	57.32	66.18
3904.jpg	71.55	60.63	65.75	48.46	67.73	71.10
3905.jpg	74.26	22.32	51.19	28.52	51.59	73.65
3906.jpg	88.44	30.70	39.23	38.50	52.61	86.08
3907.jpg	76.40	65.60	73.17	75.11	76.21	76.60
3908.jpg	62.46	33.60	56.51	35.37	56.84	63.92
3909.jpg	66.37	53.14	61.01	55.64	62.35	66.46
391.jpg	73.35	53.85	75.55	47.23	65.84	72.86
3910.jpg	91.67	30.45	89.15	2.63	89.71	90.95
3911.jpg	80.83	42.04	78.39	38.78	74.90	80.18
3912.jpg	43.79	44.93	40.77	30.57	44.01	44.26
3914.jpg	90.45	68.62	87.46	63.34	85.70	89.70
3913.jpg	82.36	75.08	73.17	68.49	77.52	82.81
3916.jpg	47.77	14.17	25.96	10.55	28.33	47.70
3915.jpg	84.37	64.56	69.49	66.53	71.32	83.44
3917.jpg	83.43	32.71	51.64	27.87	51.91	83.69
3918.jpg	48.96	46.37	50.99	33.50	50.01	48.87
3919.jpg	82.26	49.42	42.83	33.85	52.19	81.15
392.jpg	86.21	78.22	71.28	48.74	82.11	86.23
3920.jpg	76.05	52.34	73.63	52.58	74.16	75.92
3922.jpg	67.46	72.93	64.54	61.12	65.48	67.78
3921.jpg	75.62	74.36	73.75	71.13	77.26	76.21
3923.jpg	52.90	50.76	50.92	51.49	54.20	53.54
3924.jpg	73.07	59.80	77.64	50.42	77.23	73.16
3925.jpg	74.13	44.09	50.53	36.22	53.45	73.14
3926.jpg	76.92	44.06	48.78	30.68	47.73	77.58
3927.jpg	53.92	39.00	46.52	41.29	48.71	53.04
3928.jpg	96.66	78.06	77.11	72.91	81.92	96.69
3929.jpg	82.58	53.40	64.86	52.57	76.26	82.75
393.jpg	71.06	41.86	60.32	51.94	60.90	68.45
3931.jpg	92.48	70.10	74.94	65.66	85.43	92.37
3930.jpg	63.92	50.02	50.91	45.23	50.31	55.64
3932.jpg	87.01	63.66	67.95	69.07	69.30	86.02
3933.jpg	48.03	17.18	36.40	19.12	43.56	49.03
3934.jpg	78.70	35.83	46.17	31.43	40.95	69.13
3935.jpg	84.57	72.54	74.53	67.01	75.91	84.53
3936.jpg	75.57	35.71	42.28	24.09	47.95	73.20
3937.jpg	68.79	55.99	65.23	46.38	67.30	69.54
3939.jpg	63.15	34.14	49.30	29.74	48.24	61.50
3938.jpg	97.98	94.39	59.55	57.73	96.31	98.11
394.jpg	65.99	52.78	64.48	54.68	61.49	65.66
3940.jpg	50.99	95.11	42.53	37.38	55.36	50.92
3941.jpg	73.72	35.05	37.70	28.57	45.75	73.84
3942.jpg	64.59	38.93	35.56	35.50	40.04	64.04
3943.jpg	97.12	70.21	70.15	30.87	87.90	96.83
3944.jpg	87.41	64.06	60.11	51.75	66.60	81.07
3945.jpg	85.45	61.50	64.48	56.94	69.79	82.38
3946.jpg	71.31	30.70	47.89	25.78	54.08	71.12
3947.jpg	90.04	89.41	83.30	67.21	89.46	89.69
3948.jpg	74.87	51.72	45.41	37.96	53.61	73.79
3949.jpg	87.59	43.44	49.14	41.16	59.01	87.36
395.jpg	91.74	49.74	62.96	29.28	52.82	92.22
3950.jpg	82.10	65.30	67.78	55.61	68.18	81.27
3951.jpg	94.13	84.13	77.97	77.72	84.59	93.80
3952.jpg	70.98	39.13	59.58	42.75	58.84	74.64
3953.jpg	87.07	68.56	65.92	64.43	68.98	87.07
3954.jpg	86.73	80.36	80.16	69.17	84.71	86.86
3955.jpg	86.11	64.40	65.87	63.90	68.76	82.90
3956.jpg	97.13	79.32	95.46	82.78	93.97	97.17
3957.jpg	90.41	26.78	34.91	25.61	30.87	49.86
3958.jpg	37.29	43.06	32.53	28.68	46.71	37.64
396.jpg	97.06	69.53	77.51	61.27	82.51	96.04
3959.jpg	93.93	20.40	70.83	18.04	77.49	93.86
3960.jpg	58.94	54.05	41.96	31.54	49.48	58.22
3961.jpg	95.83	65.18	65.79	40.62	89.57	95.78
3963.jpg	97.46	21.68	89.24	57.26	84.84	96.60
3962.jpg	90.16	52.90	53.21	51.34	56.10	83.78
3964.jpg	74.25	48.82	63.41	52.02	63.03	67.71
3965.jpg	49.02	48.04	47.49	47.85	49.41	49.02
3966.jpg	80.30	15.94	28.77	19.94	56.55	80.18
3967.jpg	77.75	34.54	39.61	11.07	42.78	50.45
3969.jpg	69.96	66.46	58.69	23.39	72.51	70.73
3968.jpg	89.40	50.38	66.15	50.67	73.33	88.16
3970.jpg	71.90	88.56	70.01	64.21	69.70	71.29
397.jpg	92.27	90.34	91.84	88.17	91.93	92.37
3973.jpg	78.43	37.80	52.82	45.63	63.59	79.15
3972.jpg	94.77	88.83	81.80	76.41	88.17	93.33
3974.jpg	59.00	31.77	37.20	27.31	38.01	59.13
3971.jpg	71.79	67.13	69.80	68.46	69.75	71.75
3976.jpg	74.45	46.43	39.42	24.78	47.10	71.32
3975.jpg	97.62	85.99	70.43	63.48	93.09	97.35
3977.jpg	89.90	82.90	64.71	60.55	82.96	89.73
3978.jpg	46.51	18.89	16.64	20.03	17.47	43.87
3979.jpg	81.47	8.38	46.24	3.80	46.18	79.97
398.jpg	52.90	57.61	74.90	49.42	65.24	54.09
3980.jpg	83.11	68.27	67.78	56.21	70.31	83.14
3981.jpg	88.90	30.46	65.25	48.52	66.52	90.58
3982.jpg	95.25	58.96	77.89	35.99	86.21	94.87
3983.jpg	90.11	59.24	51.68	32.89	70.51	91.24
3984.jpg	90.37	7.44	15.10	17.14	20.72	89.09
3985.jpg	85.41	79.65	79.34	78.45	82.13	85.34
3986.jpg	78.50	58.32	67.57	63.47	71.43	78.57
3987.jpg	83.57	66.73	75.52	56.76	76.22	83.10
3989.jpg	88.76	69.32	70.82	40.24	73.28	88.75
3988.jpg	95.44	84.42	88.47	83.67	93.35	95.77
399.jpg	91.42	78.10	85.18	73.10	85.83	90.59
3990.jpg	88.39	74.84	86.18	73.10	86.41	88.11
3991.jpg	86.21	78.65	90.26	65.84	83.03	86.22
3992.jpg	89.54	83.47	69.11	68.57	81.91	89.78
3993.jpg	80.80	71.61	60.00	56.16	74.54	80.72
3994.jpg	58.79	50.97	30.89	28.38	46.83	57.79
3996.jpg	89.80	73.18	68.47	51.17	80.25	87.09
3995.jpg	54.55	47.27	56.68	43.86	47.38	51.16
3997.jpg	89.54	73.37	74.28	57.94	74.55	87.28
3998.jpg	85.88	82.53	78.54	82.56	83.63	87.08
3999.jpg	44.41	19.02	21.14	19.88	25.60	39.51
4.jpg	86.17	68.29	73.77	70.72	74.66	85.75
40.jpg	95.65	73.31	74.81	57.43	77.37	93.72
400.jpg	92.63	93.28	87.27	77.99	95.80	93.42
4000.jpg	76.42	49.90	51.98	35.46	57.82	76.54
4001.jpg	96.54	19.21	34.72	33.97	37.82	90.11
4002.jpg	83.50	68.40	74.35	67.11	74.87	83.44
4003.jpg	86.21	46.32	51.27	50.63	54.81	86.21
4004.jpg	93.95	86.08	75.70	75.75	83.57	93.44
4005.jpg	94.25	47.30	69.81	44.50	70.03	88.25
4006.jpg	78.02	62.69	62.17	51.06	66.74	77.50
4008.jpg	90.31	53.24	80.31	36.36	91.78	93.91
4007.jpg	81.93	35.66	37.77	28.20	41.35	78.14
4009.jpg	83.35	62.26	63.50	57.81	64.69	82.68
401.jpg	91.09	63.96	34.86	5.77	77.19	90.73
4010.jpg	80.71	41.50	41.31	30.73	42.02	80.53
4011.jpg	67.50	58.12	58.76	57.81	58.62	66.01
4012.jpg	73.01	47.36	45.94	38.01	51.14	72.80
4013.jpg	88.60	54.06	53.95	51.15	61.30	87.18
4014.jpg	91.24	69.75	73.91	54.89	78.91	91.12
4015.jpg	65.18	56.25	55.03	47.38	56.50	65.20
4016.jpg	77.34	47.53	84.16	36.11	85.03	77.37
4017.jpg	75.86	70.26	75.91	45.99	74.56	75.70
4018.jpg	54.35	54.29	61.63	42.53	62.08	54.46
4019.jpg	81.51	72.92	79.60	76.69	81.39	81.57
402.jpg	84.65	80.23	66.04	22.88	83.24	84.66
4020.jpg	85.68	77.83	81.25	77.68	81.10	85.02
4021.jpg	93.22	35.44	63.38	23.00	83.61	94.15
4022.jpg	84.30	71.65	61.47	68.06	72.69	83.65
4023.jpg	67.56	58.81	57.08	51.51	59.49	67.55
4024.jpg	85.87	36.88	68.38	29.04	71.60	85.89
4025.jpg	67.74	66.45	67.12	59.67	67.71	67.72
4026.jpg	77.99	71.45	68.88	33.33	74.37	77.99
4027.jpg	86.55	60.50	69.34	51.05	70.00	85.08
4028.jpg	75.24	33.70	54.00	43.09	59.00	75.40
4029.jpg	90.67	57.12	72.18	54.83	74.91	90.42
4030.jpg	73.80	68.59	69.42	70.42	71.04	72.76
403.jpg	76.80	59.92	59.46	58.46	63.48	76.86
4031.jpg	69.88	41.10	42.88	38.92	45.85	70.11
4032.jpg	83.51	47.97	80.19	42.31	75.88	84.12
4033.jpg	77.22	66.31	71.50	70.11	72.29	76.70
4034.jpg	96.25	79.39	89.47	67.44	89.11	96.59
4035.jpg	55.80	37.04	60.68	31.90	43.72	56.06
4036.jpg	68.93	46.39	45.13	26.01	48.70	68.77
4038.jpg	45.55	42.09	30.50	19.71	42.10	45.25
4037.jpg	83.78	67.39	75.40	55.90	74.75	81.09
4039.jpg	82.61	22.11	21.47	21.79	24.88	84.91
404.jpg	93.05	50.68	58.76	51.28	60.07	92.89
4040.jpg	75.68	55.20	62.89	56.32	62.30	74.55
4041.jpg	92.56	82.40	93.79	84.96	91.04	92.64
4042.jpg	87.11	42.44	66.06	71.24	75.43	87.30
4043.jpg	80.06	66.42	66.53	66.46	66.75	79.01
4044.jpg	77.63	49.13	51.43	45.10	49.37	69.74
4045.jpg	97.63	84.94	97.60	79.39	97.65	97.64
4046.jpg	71.13	17.49	43.48	35.13	43.42	69.43
4047.jpg	79.26	42.29	69.56	39.18	68.36	78.73
4049.jpg	97.00	88.58	63.26	51.57	86.37	96.82
4048.jpg	73.32	66.98	67.63	64.38	68.80	70.24
405.jpg	90.50	70.18	80.18	61.75	84.76	90.36
4050.jpg	61.78	57.01	59.94	57.48	60.92	62.38
4052.jpg	91.16	73.23	68.47	58.74	78.19	90.35
4051.jpg	81.30	78.15	82.89	74.77	79.37	80.98
4053.jpg	34.26	34.70	36.24	36.34	36.78	36.81
4054.jpg	96.12	66.36	65.17	57.03	71.44	95.03
4055.jpg	79.40	82.92	77.56	38.13	79.28	79.44
4056.jpg	32.66	28.69	30.25	26.68	33.03	33.47
4057.jpg	58.07	50.77	53.17	49.43	55.27	57.76
4058.jpg	59.28	60.82	74.22	55.33	70.33	59.30
4059.jpg	67.64	36.37	45.27	37.41	44.49	67.14
406.jpg	95.46	76.82	60.44	60.34	75.78	88.76
4060.jpg	81.56	65.34	53.42	36.27	68.65	78.82
4061.jpg	88.46	52.09	50.78	44.02	55.94	80.57
4063.jpg	71.79	60.24	66.38	59.32	70.35	72.51
4062.jpg	64.97	61.79	48.05	48.12	53.60	64.94
4064.jpg	95.38	64.70	62.77	63.15	87.35	95.86
4065.jpg	91.50	87.63	81.43	75.35	87.58	91.41
4066.jpg	80.40	61.21	79.00	52.86	74.42	80.21
4067.jpg	93.35	65.46	85.96	71.70	87.70	93.35
4068.jpg	89.17	30.57	50.67	30.64	58.86	87.57
4069.jpg	84.77	55.42	47.34	37.75	65.12	84.11
407.jpg	80.86	46.04	74.03	49.86	71.79	80.41
4070.jpg	38.20	38.57	37.33	32.73	38.56	38.42
4071.jpg	86.98	33.62	31.75	30.30	37.18	85.16
4072.jpg	71.73	67.68	60.13	42.17	71.38	71.72
4073.jpg	81.54	70.34	42.29	36.99	66.68	79.62
4074.jpg	84.02	47.18	53.63	46.83	58.48	80.34
4075.jpg	76.67	63.49	70.87	72.41	74.74	76.75
4076.jpg	93.93	71.04	75.93	71.52	75.56	93.64
4077.jpg	65.24	61.90	45.58	48.62	55.45	61.84
4078.jpg	51.23	39.62	41.25	46.71	43.97	52.07
4079.jpg	61.18	59.24	58.77	55.78	60.82	61.76
4080.jpg	88.00	48.65	68.81	72.14	78.79	89.55
408.jpg	71.65	69.85	68.90	62.46	70.90	73.46
4081.jpg	87.30	56.16	78.38	61.88	79.14	86.94
4082.jpg	73.87	54.40	59.65	52.96	57.55	70.08
4084.jpg	57.01	55.93	56.01	42.91	56.17	55.52
4083.jpg	66.04	56.13	52.46	44.12	59.02	65.69
4085.jpg	88.89	68.59	62.42	65.33	71.34	87.18
4086.jpg	97.17	82.07	69.80	70.83	82.67	95.63
4087.jpg	58.67	67.70	75.04	49.00	76.51	59.18
4088.jpg	80.52	69.90	73.78	63.21	74.57	80.12
4089.jpg	45.27	25.29	32.89	23.62	29.30	43.61
409.jpg	90.93	80.45	75.40	57.80	87.88	91.06
4090.jpg	87.56	51.73	61.57	54.90	61.94	84.65
4091.jpg	66.47	56.04	56.06	50.50	57.45	64.75
4092.jpg	73.83	45.56	64.37	54.30	69.91	74.01
4093.jpg	71.81	61.50	61.68	59.73	66.19	71.51
4094.jpg	41.03	25.13	42.78	28.82	28.15	40.31
4095.jpg	89.74	60.44	69.60	49.81	70.67	88.62
4096.jpg	74.66	26.15	35.56	21.89	39.26	69.82
4097.jpg	69.77	43.54	57.40	45.73	61.06	69.71
4098.jpg	65.02	42.37	55.54	38.31	52.63	64.99
4099.jpg	55.62	26.90	31.07	33.65	33.18	52.70
41.jpg	83.99	72.18	73.22	65.69	73.45	81.08
410.jpg	44.31	23.50	27.18	14.29	29.84	44.02
4100.jpg	86.29	86.08	84.68	79.91	86.51	86.51
4101.jpg	84.68	50.92	56.54	41.42	63.18	84.70
4102.jpg	46.41	29.69	29.34	42.97	33.92	45.89
4103.jpg	80.00	68.58	65.94	52.31	76.02	80.06
4104.jpg	54.65	53.76	53.81	54.21	53.80	54.77
4105.jpg	70.17	48.23	45.52	33.44	60.20	70.98
4106.jpg	60.57	37.52	46.23	21.32	46.37	59.54
4107.jpg	75.95	49.90	49.38	37.34	48.31	71.42
4108.jpg	91.24	46.67	53.44	37.27	52.13	87.95
4109.jpg	61.79	54.72	61.30	56.93	61.65	61.87
411.jpg	54.66	18.10	41.28	25.32	40.82	52.19
4111.jpg	89.41	32.04	65.92	49.45	68.02	89.14
4110.jpg	87.98	77.60	66.54	54.63	78.69	88.82
4112.jpg	89.56	78.36	90.21	75.65	85.01	89.70
4113.jpg	84.83	84.67	65.13	55.19	78.05	82.67
4114.jpg	72.20	55.64	58.36	55.54	63.46	72.20
4115.jpg	57.17	32.07	45.74	16.15	48.11	56.18
4116.jpg	89.83	68.91	54.73	37.26	71.01	88.24
4117.jpg	74.11	57.52	75.00	30.52	73.04	74.21
4119.jpg	96.24	58.90	59.13	58.58	69.29	91.20
4118.jpg	62.53	72.17	66.27	50.84	63.28	64.82
412.jpg	69.27	58.39	64.64	56.08	62.99	68.20
4120.jpg	57.34	62.62	60.75	52.48	60.45	60.54
4122.jpg	89.09	66.67	73.49	73.68	80.29	89.03
4121.jpg	92.60	65.65	84.15	46.96	90.51	92.75
4124.jpg	80.30	56.07	55.46	55.32	55.58	73.50
4123.jpg	80.81	59.73	71.27	50.25	66.56	80.58
4125.jpg	18.47	12.76	21.09	16.46	15.11	18.48
4126.jpg	89.43	54.03	62.97	53.71	64.55	91.83
4127.jpg	86.03	56.58	62.08	56.08	64.28	85.87
4128.jpg	62.22	48.64	41.06	29.50	51.73	62.17
413.jpg	27.31	46.86	29.49	28.99	34.70	29.17
4129.jpg	75.55	42.68	50.91	38.62	53.11	72.78
4130.jpg	82.62	85.38	76.95	76.49	83.05	82.62
4131.jpg	84.66	62.58	66.81	66.08	71.54	85.96
4132.jpg	76.54	79.71	86.69	58.44	82.32	76.79
4133.jpg	95.46	63.91	52.01	18.97	72.04	96.33
4134.jpg	77.76	53.83	38.98	24.31	52.66	77.64
4135.jpg	75.65	55.15	61.87	48.66	68.59	75.88
4136.jpg	48.82	28.59	47.96	44.00	50.86	48.90
4137.jpg	97.78	69.73	82.04	69.06	83.51	92.03
4139.jpg	88.67	64.71	82.10	87.87	92.75	90.01
4138.jpg	97.77	80.42	72.57	53.73	95.10	97.38
414.jpg	79.31	43.33	68.82	26.89	76.21	80.95
4140.jpg	91.39	51.40	65.42	35.52	84.28	91.17
4141.jpg	65.57	45.45	60.79	53.08	60.56	65.39
4142.jpg	97.74	88.53	92.05	82.64	93.74	97.73
4143.jpg	61.87	42.45	59.77	41.17	48.83	61.04
4144.jpg	92.16	70.19	79.16	76.90	91.97	92.40
4146.jpg	85.20	44.47	39.11	35.32	48.72	84.42
4145.jpg	73.62	26.68	30.48	29.52	31.62	73.43
4148.jpg	82.18	49.18	77.39	39.69	71.01	82.23
4147.jpg	91.23	37.94	67.00	32.23	70.99	91.32
4149.jpg	88.85	83.50	85.05	76.13	91.32	89.02
415.jpg	73.88	63.72	65.25	56.68	69.41	73.71
4150.jpg	81.36	30.95	30.69	29.45	32.87	81.69
4151.jpg	95.57	79.93	62.82	38.36	69.25	87.89
4153.jpg	91.34	59.05	67.64	44.38	82.67	90.62
4152.jpg	87.25	90.83	67.73	67.46	81.89	86.38
4154.jpg	66.24	35.22	57.20	10.68	56.25	71.17
4155.jpg	77.93	46.94	45.12	38.63	46.84	75.97
4156.jpg	91.50	81.98	89.20	80.52	90.23	91.85
4157.jpg	60.25	49.15	61.44	42.62	62.37	60.58
4158.jpg	83.34	61.26	69.44	58.30	68.44	82.63
4159.jpg	74.40	47.86	52.02	38.72	55.88	69.92
4160.jpg	80.85	65.15	66.95	48.42	69.15	79.37
416.jpg	86.31	77.98	74.44	59.79	77.66	85.25
4161.jpg	94.00	85.24	78.40	64.50	88.77	93.58
4162.jpg	76.55	73.10	77.05	48.78	74.76	76.06
4163.jpg	50.73	45.29	43.93	33.11	51.79	51.07
4164.jpg	59.54	41.58	51.80	45.74	52.49	59.15
4165.jpg	81.70	76.98	23.23	17.49	88.60	81.61
4166.jpg	55.25	53.20	54.39	52.60	54.28	55.14
4167.jpg	60.74	62.96	35.58	34.79	41.97	61.09
4168.jpg	89.73	72.99	75.13	48.50	77.41	88.59
4169.jpg	69.29	45.02	40.93	27.96	59.78	68.33
417.jpg	96.54	56.74	76.22	51.00	79.78	92.35
4170.jpg	92.36	75.48	69.41	52.03	77.40	92.18
4171.jpg	77.83	68.47	74.16	42.48	75.04	77.83
4172.jpg	45.75	54.34	53.16	38.34	51.88	45.77
4173.jpg	88.81	38.17	39.73	16.57	41.89	78.41
4174.jpg	91.08	18.66	85.05	18.34	84.68	90.41
4175.jpg	78.84	62.16	56.42	51.74	78.33	82.32
